"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"497","RT @mattdpearce: After Flint's water was poisoned in 2014, fertility decreased 12% among women and fetal death rates increased 58%. https:/â€¦",FALSE,0,NA,2017-09-22 00:56:56,FALSE,NA,"911031525336006656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mjp39",1800,TRUE,FALSE,NA,NA,"Boulder, CO","en","http://pbs.twimg.com/profile_images/608303702080933888/SG2mP7L__normal.jpg"
"498","Oil, Gas, Geopolitics Guide U.S. Hand In Playing The Rohingya Crisis https://t.co/gafBipamnO",FALSE,0,NA,2017-09-22 00:56:54,FALSE,NA,"911031515479343104",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ndr_malik",0,FALSE,FALSE,NA,NA,"Mirpurkhas","en","http://pbs.twimg.com/profile_images/844827679610171393/nPZXenVG_normal.jpg"
"499","RT @RealJamesWoods: Wiretaps may prove Trump right â€” and thatâ€™s absolutely terrifying //  A constitutional crisis transcending politics  htâ€¦",FALSE,0,NA,2017-09-22 00:56:50,FALSE,NA,"911031502284222469",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","notime2buy",6217,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/836054295120330752/o8EdOwmm_normal.jpg"
"500","RT @_PHAA_: We have an urgent #obesity crisis on our hands and we need urgent policy action to fix it: https://t.co/weIRQg0Nb3
#tippingthesâ€¦",FALSE,0,NA,2017-09-22 00:56:49,FALSE,NA,"911031496172908544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IanEpondulan",12,TRUE,FALSE,NA,NA,"Blacktown. Bi�an. Hinundayan.","en","http://pbs.twimg.com/profile_images/867595824498454529/FNlJ8Em1_normal.jpg"
"501","RT @second_sasha: Hours later, another aid shipment to the #Rohingya people crashed, and at least 9 aid workers were killed. 

https://t.coâ€¦",FALSE,0,NA,2017-09-22 00:56:47,FALSE,NA,"911031488732418049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","olivefotini",1,TRUE,FALSE,NA,NA,"Texas, USA","en","http://pbs.twimg.com/profile_images/837124934505750529/WwKevekj_normal.jpg"
"502","RT @Maryamhasnaa: For those who have their attention too much on the material realm the soul will attempt to make its presence known with aâ€¦",FALSE,0,NA,2017-09-22 00:56:46,FALSE,NA,"911031484814888960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_UnoriginalFeen",20,TRUE,FALSE,NA,NA,"in another realm ","en","http://pbs.twimg.com/profile_images/800539291084619776/gtNUFE4v_normal.jpg"
"503","After April 2014, Fertility Rates Decreased By 12% Among Flint Women, Fetal Death Rates Increased By 58% https://t.co/ljyYLneUpd",FALSE,0,NA,2017-09-22 00:56:46,FALSE,NA,"911031482034065408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arollingbeauty",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/910880582783176704/g_CjSrYz_normal.jpg"
"504","Georgia Tech shooting of disabled college student is devastating. Should campus police have tasers? Protocol for stâ€¦ https://t.co/AkWiHT3206",FALSE,0,NA,2017-09-22 00:56:45,TRUE,NA,"911031479622389762",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DREAMdisability",0,FALSE,FALSE,NA,NA,"sponsored by @NCCSDonline","en","http://pbs.twimg.com/profile_images/747804233953480704/fRulkRuq_normal.jpg"
"505","RT @TheAtlantic: Southeast Asia's Rohingya refugee crisis reaches a terrible peak, via @TheAtlPhoto: https://t.co/ctnqJnk8KR https://t.co/jâ€¦",FALSE,0,NA,2017-09-22 00:56:44,FALSE,NA,"911031473578303489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cliffbaker9",29,TRUE,FALSE,NA,NA,"Southern California","en","http://pbs.twimg.com/profile_images/854144511429058560/loOPY3jt_normal.jpg"
"506","RT @GeeklifeCrisis: í ½í¶–New Ep Alertí ½í¶– ""Another Shot of Yeager"" a tribute to #greatestgen w/original #StarTrek TNG cast member @biff_yeager httâ€¦",FALSE,0,NA,2017-09-22 00:56:43,FALSE,NA,"911031472152121344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MikeSibertRadio",3,TRUE,FALSE,NA,NA,"Federal Way, WA","en","http://pbs.twimg.com/profile_images/884261293800042496/ZlHYU7Hk_normal.jpg"
"507","RT @mattdpearce: After Flint's water was poisoned in 2014, fertility decreased 12% among women and fetal death rates increased 58%. https:/â€¦",FALSE,0,NA,2017-09-22 00:56:42,FALSE,NA,"911031467664277505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PeterCorless",1800,TRUE,FALSE,NA,NA,"San Jose, CA","en","http://pbs.twimg.com/profile_images/758343389888716800/zuicnwS9_normal.jpg"
"508","RT @AntiEvictionTfo: Housing homeless and eviction crisis with 92 claims for possession in the Kerry court today#whocares",FALSE,0,NA,2017-09-22 00:56:42,FALSE,NA,"911031465705709574",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","counterpower5",2,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/887589260626468864/-GxBtSi5_normal.jpg"
"509","RT @benwikler: Graham-Cassidy is the ACA repeal equiv of the Iraq war. Sold on lies in response to a manufactured crisis, destined to causeâ€¦",FALSE,0,NA,2017-09-22 00:56:41,FALSE,NA,"911031463763734529",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","cracraft_teresa",1480,TRUE,FALSE,NA,NA,"Kansas City, MO","en","http://pbs.twimg.com/profile_images/820758443229319170/P4CsoBfi_normal.jpg"
"510","Please follow @hrw's new #Burma #Rohingya blog 4 daily updates, field reports on continuing crisis. https://t.co/tBJMdHMuOk",FALSE,1,NA,2017-09-22 00:56:40,FALSE,NA,"911031460290686976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bouckap",4,FALSE,FALSE,NA,NA,"Geneva","en","http://pbs.twimg.com/profile_images/413691307131797504/0nMApkCp_normal.jpeg"
"511","Thankfully due to the iron lotus, said crisis was averted í ½í¸í ½í¸Ž",FALSE,0,NA,2017-09-22 00:56:39,FALSE,NA,"911031452485242880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FLASH_VC",0,FALSE,FALSE,NA,NA,"LIVERPOOL","en","http://pbs.twimg.com/profile_images/758404074492596226/wZ8B4aq2_normal.jpg"
"512","RT @StefanKertesz: @CDCgov 12/Our focus on a very small group of hi dose pain patients will not stop a national crisis. Surgeon General? htâ€¦",FALSE,0,NA,2017-09-22 00:56:36,FALSE,NA,"911031440489533440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","browndotflop",1,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/871475175514099714/mGc6_O32_normal.jpg"
"513","RT @Maryamhasnaa: When you fall so deeply asleep in earthly affairs that you forget your souls purpose your higher self will often orchestrâ€¦",FALSE,0,NA,2017-09-22 00:56:36,FALSE,NA,"911031440057491456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_UnoriginalFeen",25,TRUE,FALSE,NA,NA,"in another realm ","en","http://pbs.twimg.com/profile_images/800539291084619776/gtNUFE4v_normal.jpg"
"514","RT @PixelProject: SF Asian Women's Shelter crisis line (415) 751-0880. Emergency shelter/support services 4 non-English speaking Asian womeâ€¦",FALSE,0,NA,2017-09-22 00:56:35,FALSE,NA,"911031437071073280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","1Biganimal",1,TRUE,FALSE,NA,NA,"Orange County, Ca","en","http://pbs.twimg.com/profile_images/797334415210745856/Xix1Nl9u_normal.jpg"
"515","Great reporting from @MenloAthertonHS student Emma Dewey featuring our own @JesseCVaughan https://t.co/9QECtzCkK1",FALSE,0,NA,2017-09-22 00:56:35,FALSE,NA,"911031436190158848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LandedHomes",0,FALSE,FALSE,NA,NA,"San Francisco, CA","en","http://pbs.twimg.com/profile_images/669394936316456960/S2i5SiQc_normal.png"
"516","RT @RealMattCouch: I Dare you to Re-Tweet this.. Brad Bauman, the DNC Crisis Fixer was put in place to speak for the Rich Family to suppresâ€¦",FALSE,0,NA,2017-09-22 00:56:33,FALSE,NA,"911031428154118144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blogJAM_net",109,TRUE,FALSE,NA,NA,"Texas, USA","en","http://pbs.twimg.com/profile_images/847033619575181313/8c4py355_normal.jpg"
"517","Subprime specialist issuer cards can cost consumers $154 during the 1st year &amp; $166 after that https://t.co/tlw6uxeBf1",FALSE,0,NA,2017-09-22 00:56:30,FALSE,NA,"911031415927488512",NA,"<a href=""http://www.example.com"" rel=""nofollow"">House call </a>","tradingpsych01",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/847677060797440003/4TXOUmf4_normal.jpg"
"518","RT @Fisher85M: Why is there a #CyberSecurity skills crisis?

[@Info_Data_Mgmt] #MT
#infosec #Threat #DLP #Malware #security #CyberAttack #dâ€¦",FALSE,0,NA,2017-09-22 00:56:29,FALSE,NA,"911031412589043723",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mr_DarcyOyewole",105,TRUE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/903642454355783680/yF-ORyal_normal.jpg"
"519","RT @IamEveryDayPpl: Snapchat is the only midlife crisis I could afford...

DON'T JUDGE ME!",FALSE,0,NA,2017-09-22 00:56:26,FALSE,NA,"911031401381691392",NA,"<a href=""https://favstar.fm"" rel=""nofollow"">Favstar.FM</a>","LuvPug",23,TRUE,FALSE,NA,NA,"somewhere in a playlist","en","http://pbs.twimg.com/profile_images/893551873067823105/vUFzbr_N_normal.jpg"
"520","RT @tjhoransky: Touring is
12% wandering rest stops
17% fixing van &amp; tire shit
8% farts
36% looking for parking  
1% actual music  
26% exiâ€¦",FALSE,0,NA,2017-09-22 00:56:26,FALSE,NA,"911031400035471361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RidersOvRohan",114,TRUE,FALSE,NA,NA,"Maryland","en","http://pbs.twimg.com/profile_images/874482872727547904/YRJ8j036_normal.jpg"
"521","RT @caseybhough: Biblical reflections on approaching the #opioidcrisis in the church https://t.co/TIcg0YZchW",FALSE,0,NA,2017-09-22 00:56:25,FALSE,NA,"911031396885499909",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","buck5575",1,TRUE,FALSE,NA,NA,"Shreveport, LA","en","http://pbs.twimg.com/profile_images/737111352737599488/Qb3_n2py_normal.jpg"
"522","going thru a mid-life crisis but i'm only 19",FALSE,1,NA,2017-09-22 00:56:24,FALSE,NA,"911031390342221824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saragracd",0,FALSE,FALSE,NA,NA,"<ed><U+00A0><U+00BC><ed><U+00BC><U+008D>","en","http://pbs.twimg.com/profile_images/884954049140764672/EDkdB9yi_normal.jpg"
"523","RT @benwikler: Graham-Cassidy is the ACA repeal equiv of the Iraq war. Sold on lies in response to a manufactured crisis, destined to causeâ€¦",FALSE,0,NA,2017-09-22 00:56:23,FALSE,NA,"911031386588422144",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","J0Marshll",1480,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/758982863706476544/lVInVrXB_normal.jpg"
"524","#LatestNews: Mali Insecurity keeps over 150,000 children out of school

â€œThe denial of their right to education has reached a crisis point.â€¦",FALSE,0,NA,2017-09-22 00:56:23,FALSE,NA,"911031385195995137",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","diamondnewsngr",0,FALSE,FALSE,NA,NA,"Worldwide","en","http://pbs.twimg.com/profile_images/558575947536797697/ZoFw9D9A_normal.jpeg"
"525","RT @foe_us: Pruitt bragged on @foxandfriends about stopping #GCFund money that helps poor countries manage the US-created climate crisis. hâ€¦",FALSE,0,NA,2017-09-22 00:56:21,FALSE,NA,"911031378803818496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","twilight2_0",14,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/910594837749084162/63OIn6zD_normal.jpg"
"526","RT @KimletGordon: Trump doesn't deserve to kiss the feet of Mexico  the. People are a true role model for humanity in crisis",FALSE,0,NA,2017-09-22 00:56:17,FALSE,NA,"911031360709566464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anaavilaa15",5021,TRUE,FALSE,NA,NA,"M�xico | Idris ","es","http://pbs.twimg.com/profile_images/909938187878809600/OV-dEYHI_normal.jpg"
"527","RT @ClimateReality: Hereâ€™s how to talk to your friends about the climate crisis, according to science https://t.co/PePTGW0Qop #ActOnClimateâ€¦",FALSE,0,NA,2017-09-22 00:56:15,FALSE,NA,"911031355055669248",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TyberZannxxxx",7,TRUE,FALSE,NA,NA,"Laurel Springs, NJ, USA","en","http://pbs.twimg.com/profile_images/827555026612654080/d-yHT7p__normal.jpg"
"528","RT @nickie_greer: ""Obama, Bush, Clinton caused one nuclear crisis with North Korea."" 

Fixed that for ya, sling blade. í ½í¸‚í ½í¸‚í ½í¸‚ https://t.co/B48â€¦",FALSE,0,NA,2017-09-22 00:56:15,FALSE,NA,"911031352539131904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TexasConsBanker",7,TRUE,FALSE,NA,NA,"Texas","en","http://pbs.twimg.com/profile_images/804725245227712513/uZmDzTN1_normal.jpg"
"529","RT @biodunmarquis: One-sided propaganda and premeditated contrived crisis are ready tools by the status quo to confuse the undiscerning minâ€¦",FALSE,0,NA,2017-09-22 00:56:14,FALSE,NA,"911031351368962051",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","real_peters",1,TRUE,FALSE,NA,NA,"Lagos Nigeria","en","http://pbs.twimg.com/profile_images/741357259821875200/Nv1ya9NF_normal.jpg"
"530","RT @JudicialWatch: There's a constitutional crisis the media &amp; Congress are ignoring. But @JudicialWatch is on it. JW's @TomFitton explainsâ€¦",FALSE,0,NA,2017-09-22 00:56:13,FALSE,NA,"911031347107520512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kevinalpha007",399,TRUE,FALSE,NA,NA,"Florida, USA","en","http://pbs.twimg.com/profile_images/801920058125598720/67YU5F64_normal.jpg"
"531","RT @robertcobrien: In 2015, I wrote The Navyâ€™s Hidden Crisis for @POLITICOMag. Sadly our sailors are now paying the ultimate price. https:/â€¦",FALSE,0,NA,2017-09-22 00:56:12,FALSE,NA,"911031340996468736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jlewisblake",8,TRUE,FALSE,NA,NA,"Rocky Mountains @7500' ~  <U+272A>Republic of Texas Expat","en","http://pbs.twimg.com/profile_images/907096253871169536/ed9acmiR_normal.jpg"
"532","@WebsterGTarpley what happened to World Crisis Radio???",FALSE,0,"WebsterGTarpley",2017-09-22 00:56:07,FALSE,"910950047004667905","911031321308344320","237600536","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LiniSerpent",0,FALSE,FALSE,NA,NA,"Maryland, USA","en","http://pbs.twimg.com/profile_images/882999158227046401/G8FcguMi_normal.jpg"
"533","RT @joshjmac: Pope: clergy sexual abuse is ""grave problem"" in church and fact that many do not see the problem is also ""grave"" https://t.coâ€¦",FALSE,0,NA,2017-09-22 00:56:06,FALSE,NA,"911031315012624384",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","violencehurts",10,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/843331348349698048/wAG5Kas1_normal.jpg"
"534","RT @benwikler: Graham-Cassidy is the ACA repeal equiv of the Iraq war. Sold on lies in response to a manufactured crisis, destined to causeâ€¦",FALSE,0,NA,2017-09-22 00:56:01,FALSE,NA,"911031294452215808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JessicaGimeno",1480,TRUE,FALSE,NA,NA,"Illinois","en","http://pbs.twimg.com/profile_images/855227617905192960/oSUOZu2J_normal.jpg"
"535","RT @Iam_BrookeSmith: 1) Text 741741 when feeling depressed / suicidal + crisis worker will text U back immediately + continue to text withâ€¦",FALSE,0,NA,2017-09-22 00:56:00,FALSE,NA,"911031289087741958",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chelelelsea",38,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/571779413601230848/wPzJVZC-_normal.jpeg"
"536","RT @robertcobrien: In 2015, I wrote The Navyâ€™s Hidden Crisis for @POLITICOMag. Sadly our sailors are now paying the ultimate price. https:/â€¦",FALSE,0,NA,2017-09-22 00:55:59,FALSE,NA,"911031285002334208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wombat_socho",8,TRUE,FALSE,NA,NA,"Las Vegas, NV","en","http://pbs.twimg.com/profile_images/907222000346685440/i6zIBrxT_normal.jpg"
"537","RT @DineshDSouza: Out of the 19C crisis of Marxism came two murderous forms of socialism: Leninist Bolshevism and Mussolini's Fascism httpsâ€¦",FALSE,0,NA,2017-09-22 00:55:56,FALSE,NA,"911031275573481472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MsContradict",453,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/464813235552534528/TiQUrgFm_normal.jpeg"
"538","RT @TheAtlantic: Southeast Asia's Rohingya refugee crisis reaches a terrible peak, via @TheAtlPhoto: https://t.co/ctnqJnk8KR https://t.co/jâ€¦",FALSE,0,NA,2017-09-22 00:55:55,FALSE,NA,"911031270582431745",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","allyngibson",29,TRUE,FALSE,NA,NA,"York, PA","en","http://pbs.twimg.com/profile_images/646138509250707456/5b4UbnqL_normal.jpg"
"539","RT @AbdisalamAato: I think a Golf â›³ crisis is way better than the gulf crisis.
At least they're not inventing a new country like #Nambiaâ€¦",FALSE,0,NA,2017-09-22 00:55:52,FALSE,NA,"911031255969517568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mogelle",1,TRUE,FALSE,NA,NA,"Edina minnesota","en","http://pbs.twimg.com/profile_images/758279994619469824/bu1quXDj_normal.jpg"
"540","If you only buy companies that generate free cash flow, they will never go bankrupt- even during a financial crisis.",FALSE,2,NA,2017-09-22 00:55:51,FALSE,NA,"911031254727962624",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","realwillmeade",0,FALSE,FALSE,NA,NA,"Chicago","en","http://pbs.twimg.com/profile_images/854373175102246912/THLUdZ66_normal.jpg"
"541","RT @KimletGordon: Trump doesn't deserve to kiss the feet of Mexico  the. People are a true role model for humanity in crisis",FALSE,0,NA,2017-09-22 00:55:51,FALSE,NA,"911031250965618688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Maeevillasana",5021,TRUE,FALSE,NA,NA,"Guadalajara, Jalisco","es","http://pbs.twimg.com/profile_images/908715550636883968/fppPIRyF_normal.jpg"
"542","RT @NatCounterPunch: Single Payer is not only feasible, it's the least expensive, most straightforward solution to our heath care crisis. hâ€¦",FALSE,0,NA,2017-09-22 00:55:49,FALSE,NA,"911031246209286146",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Georgiemutt",127,TRUE,FALSE,NA,NA,"Texas","en","http://pbs.twimg.com/profile_images/2636063314/51b1589fd8a1a47dd489799027d6b96d_normal.jpeg"
"543","RT @twelveoclocke: anyone who watches Chopped knows our healthcare system is in a crisis, every 3rd chef is like ""i'm here to win money forâ€¦",FALSE,0,NA,2017-09-22 00:55:48,FALSE,NA,"911031238990774272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JFBenton3",7499,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/857320524782854144/3EWQVoCg_normal.jpg"
"544",".@margotwallstrom #EducationCannotWait for 75M crisis-affected youth. Pls step up &amp; help close the $423M gap #GCFest",FALSE,0,NA,2017-09-22 00:55:47,FALSE,NA,"911031237942366208",NA,"<a href=""https://www.globalcitizen.org/"" rel=""nofollow"">Global Citizen Mobile App</a>","EvanBur12062603",0,FALSE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"545","RT @GGhanepoorNews: Trump urges 'strong and swift' U.N. action to end Rohingya crisis
https://t.co/j49yYKpr4O https://t.co/ltrmDzL5id",FALSE,0,NA,2017-09-22 00:55:46,FALSE,NA,"911031231042727936",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","NaghashzadehH",2,TRUE,FALSE,NA,NA,"Toronto , Ontario","en","http://pbs.twimg.com/profile_images/867847793137897472/P2oxzWW3_normal.jpg"
"546","@Thomas1774Paine NO!!!  We already have a health care crisis. Is this a diagnostic disease?  We are $20,000,000,000â€¦ https://t.co/Ga51SthKHw",FALSE,0,"Thomas1774Paine",2017-09-22 00:55:44,TRUE,"911014694940442624","911031224294150144","275276082","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lucindalowe",0,FALSE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/761924642789404673/QdmSkc5T_normal.jpg"
"547","@FultonMatt @lrozen So existential in the midst of an existential crisis.",FALSE,0,"FultonMatt",2017-09-22 00:55:44,FALSE,"911024969806643201","911031224134545408","337175830","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FrankMankiewicz",0,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/832732616319053825/JbAl15ps_normal.jpg"
"548","RT @Maryamhasnaa: For those who have their attention too much on the material realm the soul will attempt to make its presence known with aâ€¦",FALSE,0,NA,2017-09-22 00:55:44,FALSE,NA,"911031221827854336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LapinDamour20",20,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/906668170869649409/ma3rNam__normal.jpg"
"549","RT @LouDobbs: Cyber Crisis- Govt &amp; Big business fail to protect everyday Americans as hacking incidents skyrocket. #Dobbs #MAGA #TrumpTrainâ€¦",FALSE,0,NA,2017-09-22 00:55:43,FALSE,NA,"911031220267393024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SweetzonWheels",191,TRUE,FALSE,NA,NA,"I'm a Deplorable Swedish American! Reagan Dem, married to an amazing woman! Opinionated & educated! Christ died on the cross for my sins! John 3:16","en","http://pbs.twimg.com/profile_images/728766481148710912/WUw1MGz8_normal.jpg"
"550","RT @AFP: Catalan separatists call police crackdown anti-democratic, offensive https://t.co/lp2ZMPSHel https://t.co/iLgKEc8bdl",FALSE,0,NA,2017-09-22 00:55:43,FALSE,NA,"911031218489233413",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PersianOwl",49,TRUE,FALSE,NA,NA,"Barcelona, Catalonia","en","http://pbs.twimg.com/profile_images/860944147477409793/LflqUM9x_normal.jpg"
"551","RT @mattdpearce: After Flint's water was poisoned in 2014, fertility decreased 12% among women and fetal death rates increased 58%. https:/â€¦",FALSE,0,NA,2017-09-22 00:55:43,FALSE,NA,"911031218455670784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TreyTreyRich",1800,TRUE,FALSE,NA,NA,"NJ","en","http://pbs.twimg.com/profile_images/844716536929685506/k5b_q01w_normal.jpg"
"552","RT @robertcobrien: In 2015, I wrote The Navyâ€™s Hidden Crisis for @POLITICOMag. Sadly our sailors are now paying the ultimate price. https:/â€¦",FALSE,0,NA,2017-09-22 00:55:40,FALSE,NA,"911031208439554048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaineLover2",8,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/892893424872849409/Bng3C7zR_normal.jpg"
"553","RT @NatCounterPunch: Single Payer is not only feasible, it's the least expensive, most straightforward solution to our heath care crisis. hâ€¦",FALSE,0,NA,2017-09-22 00:55:38,FALSE,NA,"911031199879098368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peern2",127,TRUE,FALSE,NA,NA,"Minnetonka, MN","en","http://pbs.twimg.com/profile_images/905595179381477376/DY6jTB30_normal.jpg"
"554","RT @Maryamhasnaa: For those who have their attention too much on the material realm the soul will attempt to make its presence known with aâ€¦",FALSE,0,NA,2017-09-22 00:55:38,FALSE,NA,"911031198864027649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HippieFlower03",20,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/378800000646976207/2b10d6356742c170acdfde38bb503b16_normal.jpeg"
"555","I'M OUT OF MOZERELLA STICKS!!!!!!! #crisis",FALSE,0,NA,2017-09-22 00:55:37,FALSE,NA,"911031193906421760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ToriaThoreson1",0,FALSE,FALSE,NA,NA,"Grand Forks, ND","en","http://pbs.twimg.com/profile_images/899067967517937665/1HgnvqK0_normal.jpg"
"556","RT @mattdpearce: After Flint's water was poisoned in 2014, fertility decreased 12% among women and fetal death rates increased 58%. https:/â€¦",FALSE,0,NA,2017-09-22 00:55:37,FALSE,NA,"911031192379691008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DawnNeufeld",1800,TRUE,FALSE,NA,NA,"Texas","en","http://pbs.twimg.com/profile_images/847173495704424449/VYziC93F_normal.jpg"
"557","RT @peachesfrfr: so y'all can vacation n relax n drink mimosas on mexico's beaches but can't send money to help in a time of crisis????????â€¦",FALSE,0,NA,2017-09-22 00:55:36,FALSE,NA,"911031188206190592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","almitasux",75,TRUE,FALSE,NA,NA,"Pussay, France","en","http://pbs.twimg.com/profile_images/907457542510411782/6rGG9DFS_normal.jpg"
"558","RT @washingtonpost: Pope Francis acknowledges Catholic Churchâ€™s bad practices during the sex abuse crisis https://t.co/IGogFRPDvM",FALSE,0,NA,2017-09-22 00:55:34,FALSE,NA,"911031180371296256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slthompson29",87,TRUE,FALSE,NA,NA,"Maryland, USA","en","http://pbs.twimg.com/profile_images/799990497997680640/V4SePfdG_normal.jpg"
